Distance_(microns),Gray_Value
101.270,131.518
101.335,132.488
101.400,131.072
101.465,129.972
101.530,127.256
101.595,127.920
101.660,128.194
101.725,125.946
101.790,125.737
101.855,130.866
101.920,127.769
101.985,124.413
102.050,126.981
102.115,125.406
102.180,125.660
102.245,126.686
